group_name;timestamp;GroundSteeringRequest;ComputedSteering
group_14;1584542901000000;0.00128174;
group_14;1584542902000000;0.000732422;
group_14;1584542902000000;0.00146484;
group_14;1584542902000000;0.000915527;
group_14;1584542902000000;0.00128174;
group_14;1584542902000000;0.00164795;
group_14;1584542902000000;0.00146484;
group_14;1584542902000000;0.00109863;
group_14;1584542902000000;0.00146484;
group_14;1584542902000000;0.00201416;
group_14;1584542903000000;0.00146484;
group_14;1584542903000000;0.00109863;
group_14;1584542903000000;0.000915527;
group_14;1584542903000000;0.00128174;
group_14;1584542903000000;0.000915527;
group_14;1584542903000000;0.00109863;
group_14;1584542903000000;0.00146484;
group_14;1584542903000000;0.00128174;
group_14;1584542903000000;0.00549316;
group_14;1584542903000000;0.00897217;
group_14;1584542904000000;-0.0119019;
group_14;1584542904000000;0.00476074;
group_14;1584542904000000;-0.013916;
group_14;1584542904000000;-0.0111694;
group_14;1584542904000000;-0.003479;
group_14;1584542904000000;-0.00439453;
group_14;1584542904000000;-0.015564;0.0719785
group_14;1584542904000000;-0.000915527;0.0719785
group_14;1584542904000000;0.0379028;0.0719785
group_14;1584542904000000;0.0402832;0.0719785
group_14;1584542905000000;0.0342407;0.0719785
group_14;1584542905000000;0.0217896;0.0719785
group_14;1584542905000000;0.0472412;0.0719785
group_14;1584542905000000;0.0785522;0.0749791
group_14;1584542905000000;0.0800171;0.149949
group_14;1584542905000000;0.182373;0.149949
group_14;1584542905000000;0.191162;0.131955
group_14;1584542905000000;0.21;0.0929737
group_14;1584542905000000;0.21;0.0659773
group_14;1584542905000000;0.181091;0.0599851
group_14;1584542906000000;0.119202;0.0569845
group_14;1584542906000000;0.0913696;0.0569845
group_14;1584542906000000;0.0767212;0.0749791
group_14;1584542906000000;0.103455;0.0749791
group_14;1584542906000000;0.0697632;0.0779797
group_14;1584542906000000;0.0745239;0.0779797
group_14;1584542906000000;0.0829468;0.0779797
group_14;1584542906000000;0.0536499;0.0779797
group_14;1584542906000000;0.0562134;0.101967
group_14;1584542906000000;0.0567627;0.11396
group_14;1584542907000000;0.0580444;0.110968
group_14;1584542907000000;0.0613403;0.11396
group_14;1584542907000000;0.0741577;0.110968
group_14;1584542907000000;0.0849609;0.110968
group_14;1584542907000000;0.0910034;0.110968
group_14;1584542907000000;0.079834;0.110968
group_14;1584542907000000;0.118103;0.110968
group_14;1584542907000000;0.118469; 
group_14;1584542907000000;0.06427; 
group_14;1584542907000000;0.0536499; 
group_14;1584542908000000;0.0210571; 
group_14;1584542908000000;0.00805664;-0.113951
group_14;1584542908000000;-0.0474243; 
group_14;1584542908000000;-0.0626221;-0.0179858
group_14;1584542908000000;-0.0633545;-0.0509744
group_14;1584542908000000;-0.0514526; 
group_14;1584542908000000;-0.0472412; 
group_14;1584542908000000;-0.02948; 
group_14;1584542908000000;-0.0210571;-0.0899643
group_14;1584542908000000;-0.024353;-0.143948
group_14;1584542909000000;-0.111511;-0.143948
group_14;1584542909000000;-0.154541;-0.18593
group_14;1584542909000000;-0.136597;-0.0899643
group_14;1584542909000000;-0.130005;-0.0899643
group_14;1584542909000000;-0.132202; 
group_14;1584542909000000;-0.0379028; 
group_14;1584542909000000;-0.0353394; 
group_14;1584542909000000;-0.0203247; 
group_14;1584542909000000;-0.0137329; 
group_14;1584542909000000;-0.0221558;-0.14694
group_14;1584542910000000;-0.132385; 
group_14;1584542910000000;-0.0373535; 
group_14;1584542910000000;-0.003479; 
group_14;1584542910000000;-0.00238037; 
group_14;1584542910000000;-0.00769043;0.146949
group_14;1584542910000000;0.159485; 
group_14;1584542910000000;0.102722; 
group_14;1584542910000000;0.0106201; 
group_14;1584542910000000;0.0302124;0.161943
group_14;1584542910000000;0.142822;0.143957
group_14;1584542911000000;0.186584;0.0929737
group_14;1584542911000000;0.135498;0.0569845
group_14;1584542911000000;0.0944824;0.0269964
group_14;1584542911000000;0.046875;0.0179946
group_14;1584542911000000;0.0265503;0.0120023
group_14;1584542911000000;0.0137329;0.0599851
group_14;1584542911000000;0.0567627;0.0809714
group_14;1584542911000000;0.0734253;0.0899731
group_14;1584542911000000;0.114624;0.206934
group_14;1584542911000000;0.21;0.236922
group_14;1584542912000000;0.21;0.242914
group_14;1584542912000000;0.21;0.0959743
group_14;1584542912000000;0.21;0.0179946
group_14;1584542912000000;0.12323; 
group_14;1584542912000000;0.0322266;0.0120023
group_14;1584542912000000;-0.00292969;0.0509833
group_14;1584542912000000;0.0274658;0.0509833
group_14;1584542912000000;0.0402832;0.00300058
group_14;1584542912000000;0.0221558;0.0239958
group_14;1584542912000000;0.00933838;0.029997
group_14;1584542913000000;0.0267334;0.0120023
group_14;1584542913000000;0.0298462; 
group_14;1584542913000000;0.0270996; 
group_14;1584542913000000;0.0133667; 
group_14;1584542913000000;-0.00494385;0.131955
group_14;1584542913000000;0.0853271;0.251916
group_14;1584542913000000;0.197754;0.290888
group_14;1584542913000000;0.2005;0.290888
group_14;1584542913000000;0.21;0.185939
group_14;1584542913000000;0.204163; 
group_14;1584542914000000;0.172852; 
group_14;1584542914000000;0.0305786; 
group_14;1584542914000000;0.0201416; 
group_14;1584542914000000;0.0285645; 
group_14;1584542914000000;0.0245361; 
group_14;1584542914000000;-0.00402832;0.290888
group_14;1584542914000000;0.00805664;0.290888
group_14;1584542914000000;0.21; 
group_14;1584542914000000;0.156189; 
group_14;1584542914000000;0.0267334;-0.0359804
group_14;1584542915000000;-0.000732422; 
group_14;1584542915000000;-0.0183105; 
group_14;1584542915000000;-0.00769043; 
group_14;1584542915000000;-0.012085; 
group_14;1584542915000000;-0.0144653; 
group_14;1584542915000000;-0.0175781; 
group_14;1584542915000000;-0.0256348; 
group_14;1584542915000000;-0.017395; 
group_14;1584542915000000;-0.0067749; 
group_14;1584542915000000;-0.00531006; 
group_14;1584542916000000;-0.00402832; 
group_14;1584542916000000;0.00366211; 
group_14;1584542916000000;-0.00109863; 
group_14;1584542916000000;-0.0333252; 
group_14;1584542916000000;-0.0113525; 
group_14;1584542916000000;-0.00585938;0.206934
group_14;1584542916000000;-0.0263672; 
group_14;1584542916000000;0.137512; 
group_14;1584542916000000;0.0492554;0.260909
group_14;1584542916000000;0.05896;-0.104958
group_14;1584542917000000;0.21; 
group_14;1584542917000000;-0.0380859; 
group_14;1584542917000000;-0.0256348; 
group_14;1584542917000000;-0.043396; 
group_14;1584542917000000;-0.0137329; 
group_14;1584542917000000;-0.00183105;0.203933
group_14;1584542917000000;-0.0148315;0.200933
group_14;1584542917000000;0.21;0.185939
group_14;1584542917000000;0.21;0.179937
group_14;1584542917000000;0.21;0.221928
group_14;1584542918000000;0.21;0.128963
group_14;1584542918000000;0.21; 
group_14;1584542918000000;0.21; 
group_14;1584542918000000;0.0371704; 
group_14;1584542918000000;0.00823975; 
group_14;1584542918000000;0.0307617; 
group_14;1584542918000000;0.000732422;0.203933
group_14;1584542918000000;0.0194092;0.0929737
group_14;1584542918000000;0.209656;0.0899731
group_14;1584542918000000;0.191162;0.0689779
group_14;1584542919000000;0.129822;0.0239958
group_14;1584542919000000;0.118469; 
group_14;1584542919000000;0.0435791; 
group_14;1584542919000000;0.0327759; 
group_14;1584542919000000;-0.026001; 
group_14;1584542919000000;0.0153809;-0.0419816
group_14;1584542919000000;0.020874;-0.0239869
group_14;1584542919000000;-0.0466919; 
group_14;1584542919000000;-0.0276489; 
group_14;1584542919000000;-0.0507202; 
group_14;1584542920000000;-0.0254517; 
group_14;1584542920000000;-0.0446777; 
group_14;1584542920000000;-0.0439453; 
group_14;1584542920000000;-0.0216064; 
group_14;1584542920000000;0.00366211;0.125962
group_14;1584542920000000;-0.00585938; 
group_14;1584542920000000;0.171936; 
group_14;1584542920000000;0.148132; 
group_14;1584542920000000;0.0205078; 
group_14;1584542920000000;0.0342407; 
group_14;1584542921000000;0.0146484; 
group_14;1584542921000000;0.0113525; 
group_14;1584542921000000;0.00238037;-0.18593
group_14;1584542921000000;0.0122681; 
group_14;1584542921000000;-0.0820312; 
group_14;1584542921000000;-0.14209; 
group_14;1584542921000000;-0.0133667; 
group_14;1584542921000000;-0.00640869; 
group_14;1584542921000000;-0.0201416; 
group_14;1584542921000000;-0.0109863; 
group_14;1584542922000000;-0.0108032; 
group_14;1584542922000000;-0.00805664;0.125962
group_14;1584542922000000;-0.0177612;0.122962
group_14;1584542922000000;0.0523682;0.0749791
group_14;1584542922000000;0.151062;0.0329887
group_14;1584542922000000;0.0878906;0.0120023
group_14;1584542922000000;0.0265503; 
group_14;1584542922000000;0.0113525; 
group_14;1584542922000000;0.00805664; 
group_14;1584542922000000;0.010437; 
group_14;1584542923000000;0.020874;0.0239958
group_14;1584542923000000;0.00622559;0.0239958
group_14;1584542923000000;0.00238037;0.0239958
group_14;1584542923000000;0.00640869;0.0239958
group_14;1584542923000000;0;0.0929737
group_14;1584542923000000;0.0201416;0.0929737
group_14;1584542923000000;0.00476074;0.0899731
group_14;1584542923000000;0.088623;0.0689779
group_14;1584542923000000;0.0888062;0.098966
group_14;1584542923000000;0.0783691;0.098966
group_14;1584542924000000;0.109314;0.182938
group_14;1584542924000000;0.151794;0.212926
group_14;1584542924000000;0.209839;0.290888
group_14;1584542924000000;0.207825;0.290888
group_14;1584542924000000;0.21;0.290888
group_14;1584542924000000;0.207275;0.290888
group_14;1584542924000000;0.21;0.290888
group_14;1584542924000000;0.21;0.242914
group_14;1584542924000000;0.21; 
group_14;1584542924000000;0.196472; 
group_14;1584542925000000;0.0170288; 
group_14;1584542925000000;0.017395; 
group_14;1584542925000000;-0.000732422;-0.053975
group_14;1584542925000000;-0.0300293; 
group_14;1584542925000000;-0.0210571;0.188939
group_14;1584542925000000;-0.013916; 
group_14;1584542925000000;0.0968628; 
group_14;1584542925000000;0.0146484;0.0120023
group_14;1584542925000000;0.0142822; 
group_14;1584542926000000;0.0230713; 
group_14;1584542926000000;0.00311279; 
group_14;1584542926000000;0.0142822; 
group_14;1584542926000000;0.000732422; 
group_14;1584542926000000;0.0100708; 
group_14;1584542926000000;0.0201416; 
group_14;1584542926000000;0.00457764; 
group_14;1584542926000000;0.00732422;0.0629856
group_14;1584542926000000;0.00640869;0.290888
group_14;1584542926000000;0.0613403; 
group_14;1584542927000000;0.209106; 
group_14;1584542927000000;0.0668335; 
group_14;1584542927000000;0.0157471; 
group_14;1584542927000000;0.00805664; 
group_14;1584542927000000;0.0137329; 
group_14;1584542927000000;-0.003479;-0.0269875
group_14;1584542927000000;-0.0111694;-0.290888
group_14;1584542927000000;-0.0124512; 
group_14;1584542927000000;-0.161499; 
group_14;1584542927000000;-0.0276489; 
group_14;1584542928000000;-0.0135498;0.0479916
group_14;1584542928000000;-0.0117188;0.221928
group_14;1584542928000000;0.0335083;0.125962
group_14;1584542928000000;0.179626;0.00600117
group_14;1584542928000000;0.193909;0.233921
group_14;1584542928000000;0.02948;0.206934
group_14;1584542928000000;0.199768;0.197932
group_14;1584542928000000;0.202881;0.164943
group_14;1584542928000000;0.21;0.164943
group_14;1584542928000000;0.21;0.140956
group_14;1584542929000000;0.21;0.0749791
group_14;1584542929000000;0.21;0.0150029
group_14;1584542929000000;0.113892; 
group_14;1584542929000000;0.0408325; 
group_14;1584542929000000;0.0148315; 
group_14;1584542929000000;0.0265503; 
group_14;1584542929000000;-0.00366211; 
group_14;1584542929000000;0.000183105;0.0899731
group_14;1584542929000000;-0.00183105;0.185939
group_14;1584542929000000;0.101624;0.206934
group_14;1584542930000000;0.199951;0.173945
group_14;1584542930000000;0.21;0.0539839
group_14;1584542930000000;0.21; 
group_14;1584542930000000;0.102539; 
group_14;1584542930000000;0.0177612; 
group_14;1584542930000000;0.0162964; 
group_14;1584542930000000;0.0217896;-0.239914
group_14;1584542930000000;0.0108032; 
group_14;1584542930000000;-0.113159; 
group_14;1584542930000000;-0.0701294; 
group_14;1584542931000000;-0.0393677;-0.137947
group_14;1584542931000000;-0.00897217; 
group_14;1584542931000000;-0.098877; 
group_14;1584542931000000;-0.0252686;-0.152941
group_14;1584542931000000;-0.0252686; 
group_14;1584542931000000;-0.138062; 
group_14;1584542931000000;-0.0922852;-0.290888
group_14;1584542931000000;-0.00860596;-0.290888
group_14;1584542931000000;-0.110596;-0.290888
group_14;1584542931000000;-0.142822; 
group_14;1584542932000000;-0.16095; 
group_14;1584542932000000;-0.0814819;-0.014994
group_14;1584542932000000;-0.020874;-0.290888
group_14;1584542932000000;-0.0283813; 
group_14;1584542932000000;-0.110046; 
group_14;1584542932000000;-0.0140991;-0.104958
group_14;1584542932000000;-0.0122681;-0.0989571
group_14;1584542932000000;-0.0547485; 
group_14;1584542932000000;-0.110229; 
group_14;1584542932000000;-0.0296631; 
group_14;1584542933000000;-0.0214233;-0.0599762
group_14;1584542933000000;0.0130005; 
group_14;1584542933000000;-0.0490723; 
group_14;1584542933000000;-0.0254517; 
group_14;1584542933000000;-0.020874;0.0120023
group_14;1584542933000000;-0.00952148;0.290888
group_14;1584542933000000;0.00915527;0.290888
group_14;1584542933000000;0.0358887; 
group_14;1584542933000000;0.0789185; 
group_14;1584542933000000;0.0291138;0.290888
group_14;1584542934000000;-0.0128174;0.290888
group_14;1584542934000000;0.0726929;0.257917
group_14;1584542934000000;0.162415; 
group_14;1584542934000000;0.177612;0.272911
group_14;1584542934000000;0.0556641;0.290888
group_14;1584542934000000;0.0682983;0.290888
group_14;1584542934000000;0.206177; 
group_14;1584542934000000;0.171753; 
group_14;1584542934000000;0.0878906;0.188939
group_14;1584542934000000;0.0205078;0.290888
group_14;1584542935000000;0.126892; 
group_14;1584542935000000;0.172852; 
group_14;1584542935000000;0.0811157;0.0150029
group_14;1584542935000000;-0.00128174;0.125962
group_14;1584542935000000;-0.0461426;0.137956
group_14;1584542935000000;0.0695801;0.137956
group_14;1584542935000000;0.107849;0.134955
group_14;1584542935000000;0.119385;0.143957
group_14;1584542935000000;0.140625;0.0659773
group_14;1584542935000000;0.0734253; 
group_14;1584542936000000;0.0254517; 
group_14;1584542936000000;-0.0855103; 
group_14;1584542936000000;-0.0975952;0.0749791
group_14;1584542936000000;-0.0393677;0.122962
group_14;1584542936000000;0.0238037; 
group_14;1584542936000000;0.00567627; 
group_14;1584542936000000;0.0111694; 
group_14;1584542936000000;0.00201416; 
group_14;1584542936000000;0.00146484; 
group_14;1584542936000000;0.000915527; 
group_14;1584542937000000;-0.00769043; 
group_14;1584542937000000;0.00201416; 
group_14;1584542937000000;0.00109863; 
group_14;1584542937000000;0.00109863; 
group_14;1584542937000000;0.00109863; 
group_14;1584542937000000;0.00146484; 
group_14;1584542937000000;0.00164795; 
group_14;1584542937000000;0.00201416; 
group_14;1584542937000000;0.00109863; 
group_14;1584542937000000;-0.00256348; 
group_14;1584542938000000;-0.000732422; 
group_14;1584542938000000;0.00402832; 
group_14;1584542938000000;0.00256348; 
group_14;1584542938000000;0.00439453; 
group_14;1584542938000000;-0.000732422; 
group_14;1584542938000000;0.00201416; 
group_14;1584542938000000;0.00128174; 
group_14;1584542938000000;0.00146484; 
group_14;1584542938000000;0.00146484; 
group_14;1584542938000000;0.00109863; 
group_14;1584542939000000;0.00146484; 
group_14;1584542939000000;0.000915527; 
